Dataset,Sample_Date_[dd/mm/yyyy],Time_[hh:mm:ss],Latitude_[degN],Longitude_[degE],Temperature_[degC],CTD_TMP_WOCE_FLAG,CTD_Pressure_[dbar],Depth_From_Pressure_[meters_below_surface],Sample_Depth_[meters_below_surface],combined_depth_[meters_below_surface],DELO18_[permillle],DELO18_WOCE_FLAG_Translated,DELO18_WOCE_FLAG_Original,O18_Standard,CTD_Salinity_[standard_salinity_units],CTD_SAL_WOCE_FLAG,Bottle_Salinity_[standard_salinity_units],BTL_SAL_WOCE_FLAG,Cruise_ID,Station_ID_Name,Site_Number_Name,Sample_ID,CASTNO,BTLNBR,Event,Rosette_Position,Platform,BIOPOLE,Freshwater,Freshwater_Source,LAND_BASED,u,v
ArcticNet,09/06/2016,17:25:00,68.4975,-56.7956,3.8784,,362.852,358.8961106,,358.8961106,0.42,2,2,VSMOW,34.6219,,34.633,2,1601,G100,,,3,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,09/06/2016,17:33:00,68.4975,-56.7951,-0.9372,,60.178,59.56551994,,59.56551994,-0.24,6,6,VSMOW,33.7826,,33.787,2,1601,G100,,,3,6,,,,FALSE,FALSE,,FALSE,0.00199521,-0.009400031
ArcticNet,09/06/2016,17:34:00,68.4975,-56.7948,-1.5417,,50.106,49.59724255,,49.59724255,-0.22,3,3,VSMOW,33.6925,,33.6964,2,1601,G100,,,3,7,,,,FALSE,FALSE,,FALSE,0.00102716,-0.011235552
ArcticNet,09/06/2016,17:38:00,68.4973,-56.794,-0.974,,39.998,39.59284682,,39.59284682,-0.17,3,3,VSMOW,33.5913,,33.6109,2,1601,G100,,,3,11,,,,FALSE,FALSE,,FALSE,-4.29E-05,-0.013052178
ArcticNet,09/06/2016,17:40:00,68.4973,-56.7936,0.5214,,30.177,29.87203892,,29.87203892,-0.35,3,3,VSMOW,33.5408,,33.5556,2,1601,G100,,,3,13,,,,FALSE,FALSE,,FALSE,-0.000978148,-0.014658544
ArcticNet,09/06/2016,17:42:00,68.4974,-56.7933,0.7898,,20.543,20.33587303,,20.33587303,-0.34,2,2,VSMOW,33.4997,,33.5146,2,1601,G100,,,3,15,,,,FALSE,FALSE,,FALSE,-0.001665538,-0.016281769
ArcticNet,09/06/2016,17:44:00,68.4974,-56.793,0.7737,,10.42,10.31519272,,10.31519272,-0.09,2,2,VSMOW,33.4989,,33.5133,2,1601,G100,,,3,17,,,,FALSE,FALSE,,FALSE,-0.002312692,-0.01670038
ArcticNet,09/06/2016,17:47:00,68.4974,-56.7926,0.8105,,1.914,1.894787582,,1.894787582,-0.29,2,2,VSMOW,33.4983,,33.5118,2,1601,G100,,,3,21,,,,FALSE,FALSE,,FALSE,-0.005807928,-0.020610096
ArcticNet,10/06/2016,08:09:00,68.4954,-57.1305,3.8872,,364.325,360.351819,,360.351819,0.3,2,2,VSMOW,34.6448,,34.6561,2,1601,G101,,,5,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,10/06/2016,08:12:00,68.4952,-57.1295,3.8008,,301.49,298.2473026,,298.2473026,0.33,2,2,VSMOW,34.6178,,34.631,2,1601,G101,,,5,3,,,,FALSE,FALSE,,FALSE,0.002855893,0.002053926
ArcticNet,10/06/2016,08:15:00,68.4947,-57.1291,3.5212,,252.157,249.4746476,,249.4746476,0.22,2,2,VSMOW,34.5277,,34.5391,2,1601,G101,,,5,5,,,,FALSE,FALSE,,FALSE,0.00276615,0.001561459
ArcticNet,10/06/2016,08:18:00,68.4944,-57.1285,3.2422,,201.276,199.1594074,,199.1594074,0.17,3,3,VSMOW,34.4401,,34.4519,2,1601,G101,,,5,7,,,,FALSE,FALSE,,FALSE,0.003154399,0.001026244
ArcticNet,10/06/2016,08:22:00,68.4939,-57.1273,1.2442,,151.89,150.310715,,150.310715,-0.18,3,3,VSMOW,34.1014,,34.1182,2,1601,G101,,,5,11,,,,FALSE,FALSE,,FALSE,0.003912805,-0.000480153
ArcticNet,10/06/2016,08:26:00,68.4937,-57.126,-0.6733,,101.181,100.1412672,,100.1412672,-0.35,2,2,VSMOW,33.8212,,33.8364,2,1601,G101,,,5,13,,,,FALSE,FALSE,,FALSE,0.004156865,-0.004192965
ArcticNet,10/06/2016,08:28:00,68.4936,-57.1254,-1.5941,,80.712,79.88657038,,79.88657038,-0.4,2,2,VSMOW,33.6745,,33.6894,2,1601,G101,,,5,14,,,,FALSE,FALSE,,FALSE,0.004111518,-0.00663354
ArcticNet,10/06/2016,08:30:00,68.4936,-57.1248,-1.5801,,70.854,70.13106306,,70.13106306,-0.21,2,2,VSMOW,33.6079,,33.6209,2,1601,G101,,,5,15,,,,FALSE,FALSE,,FALSE,0.003825542,-0.00808237
ArcticNet,10/06/2016,08:32:00,68.4935,-57.1245,-1.6663,,60.294,59.68033757,,59.68033757,0.1,2,2,VSMOW,33.564,,33.5789,2,1601,G101,,,5,16,,,,FALSE,FALSE,,FALSE,0.003516071,-0.009675536
ArcticNet,10/06/2016,08:34:00,68.4932,-57.1243,-1.2739,,50.231,49.72097175,,49.72097175,-0.14,2,2,VSMOW,33.4945,,33.5134,2,1601,G101,,,5,17,,,,FALSE,FALSE,,FALSE,0.003113102,-0.011279154
ArcticNet,10/06/2016,08:35:00,68.493,-57.124,0.2491,,40.227,39.81951587,,39.81951587,-0.46,2,2,VSMOW,33.4588,,33.474,2,1601,G101,,,5,18,,,,FALSE,FALSE,,FALSE,0.00271056,-0.012808009
ArcticNet,10/06/2016,08:37:00,68.4928,-57.1234,0.3606,,30.186,29.88095579,,29.88095579,-0.19,3,3,VSMOW,33.4603,,33.4722,2,1601,G101,,,5,19,,,,FALSE,FALSE,,FALSE,0.002278128,-0.01421506
ArcticNet,10/06/2016,08:39:00,68.4926,-57.1231,0.3632,,20.419,20.21313548,,20.21313548,-0.02,2,2,VSMOW,33.4603,,33.4728,2,1601,G101,,,5,20,,,,FALSE,FALSE,,FALSE,0.002016152,-0.015526843
ArcticNet,10/06/2016,08:41:00,68.4924,-57.123,0.3632,,10.136,10.03405936,,10.03405936,-0.17,3,3,VSMOW,33.4604,,33.4727,2,1601,G101,,,5,21,,,,FALSE,FALSE,,FALSE,0.001746241,-0.015654356
ArcticNet,10/06/2016,08:43:00,68.4921,-57.1231,0.3605,,2.043,2.022492744,,2.022492744,-0.08,2,2,VSMOW,33.4602,,33.9599,3,1601,G101,,,5,24,,,,FALSE,FALSE,,FALSE,-0.001800791,-0.018702935
ArcticNet,11/06/2016,03:50:00,68.4986,-57.639,3.7763,,358.66,354.7533755,,354.7533755,-0.06,2,2,VSMOW,34.5928,,34.6033,2,1601,G103,,,9,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,11/06/2016,03:53:00,68.4986,-57.6383,3.6056,,300.759,297.5246264,,297.5246264,0.38,2,2,VSMOW,34.5521,,34.5628,2,1601,G103,,,9,3,,,,FALSE,FALSE,,FALSE,0.001821324,-0.002396815
ArcticNet,11/06/2016,03:56:00,68.4985,-57.6376,3.1178,,251.003,248.3335566,,248.3335566,0.22,2,2,VSMOW,34.4571,,34.4662,6,1601,G103,,,9,4,,,,FALSE,FALSE,,FALSE,0.001994507,-0.002466577
ArcticNet,11/06/2016,04:04:00,68.4979,-57.6343,1.7211,,151.024,149.453995,,149.453995,-0.02,2,2,VSMOW,34.1809,,34.1939,2,1601,G103,,,9,10,,,,FALSE,FALSE,,FALSE,0.003580147,-0.006264119
ArcticNet,11/06/2016,04:09:00,68.4975,-57.6325,-1.1078,,100.208,99.17847587,,99.17847587,-0.36,2,2,VSMOW,33.7553,,33.7688,2,1601,G103,,,9,12,,,,FALSE,FALSE,,FALSE,0.004558473,-0.010218316
ArcticNet,11/06/2016,04:11:00,68.4973,-57.6315,-1.5438,,80.647,79.82222909,,79.82222909,-0.49,2,2,VSMOW,33.6253,,33.6381,2,1601,G103,,,9,13,,,,FALSE,FALSE,,FALSE,0.00498925,-0.012192246
ArcticNet,11/06/2016,04:13:00,68.4973,-57.6303,-1.1655,,70.175,69.45908919,,69.45908919,-0.53,2,2,VSMOW,33.504,,33.5183,2,1601,G103,,,9,14,,,,FALSE,FALSE,,FALSE,0.005373948,-0.013301355
ArcticNet,11/06/2016,04:15:00,68.4972,-57.6294,-0.1242,,60.213,59.60015979,,59.60015979,-0.64,2,2,VSMOW,33.4431,,33.4567,2,1601,G103,,,9,15,,,,FALSE,FALSE,,FALSE,0.005701485,-0.014357777
ArcticNet,11/06/2016,04:17:00,68.497,-57.6288,-0.1241,,50.085,49.57645986,,49.57645986,-0.42,2,2,VSMOW,33.4436,,33.4552,2,1601,G103,,,9,16,,,,FALSE,FALSE,,FALSE,0.00602428,-0.015431224
ArcticNet,11/06/2016,04:19:00,68.4971,-57.6279,-0.0774,,40.002,39.59680642,,39.59680642,-0.34,2,2,VSMOW,33.4478,,33.4581,2,1601,G103,,,9,18,,,,FALSE,FALSE,,FALSE,0.006294809,-0.01645243
ArcticNet,11/06/2016,04:20:00,68.4971,-57.6269,-0.0309,,30.206,29.90074413,,29.90074413,-0.36,6,6,VSMOW,33.4498,,33.4614,6,1601,G103,,,9,19,,,,FALSE,FALSE,,FALSE,0.006397725,-0.017456585
ArcticNet,11/06/2016,04:22:00,68.497,-57.6259,-0.021,,19.903,19.702357,,19.702357,-0.1,2,2,VSMOW,33.4529,,,9,1601,G103,,,9,20,,,,FALSE,FALSE,,FALSE,0.006702972,-0.018329004
ArcticNet,11/06/2016,04:24:00,68.4969,-57.6249,-0.0171,,10.152,10.0498952,,10.0498952,-0.24,2,2,VSMOW,33.4521,,,9,1601,G103,,,9,21,,,,FALSE,FALSE,,FALSE,0.006965378,-0.018045495
ArcticNet,11/06/2016,04:26:00,68.4967,-57.6238,-0.0219,,2.019,1.998733188,,1.998733188,-0.35,2,2,VSMOW,33.4513,,,9,1601,G103,,,9,24,,,,FALSE,FALSE,,FALSE,0.003107288,-0.019919662
ArcticNet,11/06/2016,12:45:00,68.4975,-58.8247,3.5542,,315.227,311.8261649,,311.8261649,0.05,2,2,VSMOW,34.5838,,34.6073,2,1601,G106,,,11,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,11/06/2016,12:47:00,68.4972,-58.8247,3.5562,,301.059,297.8212107,,297.8212107,0.03,2,2,VSMOW,34.5843,,34.5971,2,1601,G106,,,11,3,,,,FALSE,FALSE,,FALSE,0.000771063,-0.005685317
ArcticNet,11/06/2016,12:50:00,68.4966,-58.8249,3.4655,,250.811,248.1437434,,248.1437434,0.22,2,2,VSMOW,34.563,,34.573,9,1601,G106,,,11,5,,,,FALSE,FALSE,,FALSE,-0.000727693,-0.014093258
ArcticNet,11/06/2016,12:52:00,68.4959,-58.825,3.0892,,200.458,198.3503832,,198.3503832,0.23,2,2,VSMOW,34.4381,,34.4552,6,1601,G106,,,11,7,,,,FALSE,FALSE,,FALSE,-0.001343363,-0.017557612
ArcticNet,11/06/2016,12:57:00,68.4945,-58.8256,2.4711,,155.437,153.8195079,,153.8195079,0.01,2,2,VSMOW,34.2771,,34.2858,2,1601,G106,,,11,11,,,,FALSE,FALSE,,FALSE,-0.00201325,-0.02242011
ArcticNet,11/06/2016,13:02:00,68.493,-58.8268,0.6835,,100.69,99.65543571,,99.65543571,-0.47,2,2,VSMOW,33.9754,,34.0019,2,1601,G106,,,11,13,,,,FALSE,FALSE,,FALSE,-0.003121307,-0.031403098
ArcticNet,11/06/2016,13:04:00,68.4923,-58.8274,-0.1924,,80.813,79.98652444,,79.98652444,-0.45,2,2,VSMOW,33.8533,,33.8838,2,1601,G106,,,11,14,,,,FALSE,FALSE,,FALSE,-0.003628827,-0.035807104
ArcticNet,11/06/2016,13:05:00,68.4918,-58.8277,-0.7873,,70.348,69.63031921,,69.63031921,-0.54,2,2,VSMOW,33.7736,,33.7938,2,1601,G106,,,11,15,,,,FALSE,FALSE,,FALSE,-0.003896073,-0.038329896
ArcticNet,11/06/2016,13:07:00,68.4913,-58.828,-1.2951,,60.612,59.99506307,,59.99506307,-0.39,2,2,VSMOW,33.6997,,33.7318,2,1601,G106,,,11,16,,,,FALSE,FALSE,,FALSE,-0.004119405,-0.040753691
ArcticNet,11/06/2016,13:09:00,68.4908,-58.8281,-1.6381,,50.509,49.99612288,,49.99612288,-0.39,2,2,VSMOW,33.6483,,33.6682,6,1601,G106,,,11,17,,,,FALSE,FALSE,,FALSE,-0.004333415,-0.043173126
ArcticNet,11/06/2016,13:11:00,68.4903,-58.8282,-1.7244,,40.464,40.05409894,,40.05409894,-0.34,2,2,VSMOW,33.6003,,33.6213,2,1601,G106,,,11,18,,,,FALSE,FALSE,,FALSE,-0.004558041,-0.045362155
ArcticNet,11/06/2016,13:12:00,68.4899,-58.8284,-1.6823,,30.518,30.20958196,,30.20958196,-0.68,2,2,VSMOW,33.5251,,33.5453,2,1601,G106,,,11,19,,,,FALSE,FALSE,,FALSE,-0.004852491,-0.047260352
ArcticNet,11/06/2016,13:14:00,68.4894,-58.8285,-1.6148,,20.377,20.17156505,,20.17156505,-0.43,2,2,VSMOW,33.1221,,33.2439,2,1601,G106,,,11,20,,,,FALSE,FALSE,,FALSE,-0.004853277,-0.049024179
ArcticNet,11/06/2016,13:16:00,68.4889,-58.8287,-1.559,,10.453,10.34786552,,10.34786552,-0.26,2,2,VSMOW,32.7698,,32.7802,2,1601,G106,,,11,21,,,,FALSE,FALSE,,FALSE,-0.004237154,-0.049337999
ArcticNet,11/06/2016,13:19:00,68.4881,-58.8291,-1.5462,,1.117,1.105790526,,1.105790526,-0.31,2,2,VSMOW,32.7451,,32.7619,2,1601,G106,,,11,24,,,,FALSE,FALSE,,FALSE,-0.006840264,-0.048535826
ArcticNet,12/06/2016,03:39:00,68.5155,-59.8408,1.2749,,742.669,733.9010419,,733.9010419,0.28,2,2,VSMOW,34.512,,34.522,2,1601,G109,,,16,1,,,,FALSE,FALSE,,FALSE,-0.002430663,0.000767312
ArcticNet,12/06/2016,03:42:00,68.5154,-59.8402,1.3243,,700.847,692.6422158,,692.6422158,0.44,2,2,VSMOW,34.5092,,34.5231,2,1601,G109,,,16,2,,,,FALSE,FALSE,,FALSE,-0.002704401,0.000480487
ArcticNet,12/06/2016,03:53:00,68.515,-59.838,2.6203,,500.979,495.3518072,,495.3518072,0.3,6,6,VSMOW,34.612,,34.641,6,1601,G109,,,16,6,,,,FALSE,FALSE,,FALSE,-0.000318916,-0.002808669
ArcticNet,12/06/2016,03:58:00,68.5148,-59.837,3.1404,,400.972,396.5636316,,396.5636316,0.34,2,2,VSMOW,34.6297,,34.6438,2,1601,G109,,,16,8,,,,FALSE,FALSE,,FALSE,-0.001719449,-0.006908856
ArcticNet,12/06/2016,04:02:00,68.5146,-59.8363,1.6458,,300.322,297.0923399,,297.0923399,0,2,2,VSMOW,34.3639,,34.3764,2,1601,G109,,,16,9,,,,FALSE,FALSE,,FALSE,-0.0035032,-0.011927731
ArcticNet,12/06/2016,04:05:00,68.5145,-59.8359,1.7781,,249.594,246.9401335,,246.9401335,0.09,2,2,VSMOW,34.2893,,34.3067,2,1601,G109,,,16,10,,,,FALSE,FALSE,,FALSE,-0.002601022,-0.015336063
ArcticNet,12/06/2016,04:07:00,68.5145,-59.8354,1.2631,,200.268,198.1622397,,198.1622397,-0.32,3,3,VSMOW,34.1661,,34.1875,2,1601,G109,,,16,11,,,,FALSE,FALSE,,FALSE,-0.003732393,-0.02017364
ArcticNet,12/06/2016,04:09:00,68.5144,-59.835,0.1848,,149.772,148.2153057,,148.2153057,-0.07,6,6,VSMOW,33.957,,33.9929,6,1601,G109,,,16,12,,,,FALSE,FALSE,,FALSE,-0.005134458,-0.027276103
ArcticNet,12/06/2016,04:12:00,68.5143,-59.8345,-1.327,,99.952,98.92506264,,98.92506264,-0.42,2,2,VSMOW,33.6581,,33.7031,2,1601,G109,,,16,13,,,,FALSE,FALSE,,FALSE,-0.007320223,-0.037771115
ArcticNet,12/06/2016,04:14:00,68.5142,-59.8342,-1.6069,,80.108,79.28876058,,79.28876058,-0.66,2,2,VSMOW,33.5673,,33.5893,2,1601,G109,,,16,14,,,,FALSE,FALSE,,FALSE,-0.008469913,-0.043373226
ArcticNet,12/06/2016,04:15:00,68.5141,-59.8339,-1.6578,,69.915,69.20171203,,69.20171203,-0.65,2,2,VSMOW,33.5308,,33.5546,2,1601,G109,,,16,15,,,,FALSE,FALSE,,FALSE,-0.009111165,-0.04655609
ArcticNet,12/06/2016,04:17:00,68.5141,-59.8336,-1.7035,,60.159,59.54665378,,59.54665378,-0.87,3,3,VSMOW,33.5004,,33.5215,2,1601,G109,,,16,16,,,,FALSE,FALSE,,FALSE,-0.009703192,-0.049794082
ArcticNet,12/06/2016,04:18:00,68.514,-59.8334,-1.6899,,49.908,49.40122533,,49.40122533,-0.66,2,2,VSMOW,33.4786,,33.4946,2,1601,G109,,,16,17,,,,FALSE,FALSE,,FALSE,-0.010295589,-0.05314352
ArcticNet,12/06/2016,04:21:00,68.5139,-59.833,-1.7004,,39.743,39.34041299,,39.34041299,-0.71,2,2,VSMOW,33.4556,,33.4705,2,1601,G109,,,16,18,,,,FALSE,FALSE,,FALSE,-0.010805452,-0.05624895
ArcticNet,12/06/2016,04:22:00,68.5138,-59.8327,-1.695,,30.032,29.72848381,,29.72848381,-0.77,2,2,VSMOW,33.3999,,33.4188,2,1601,G109,,,16,19,,,,FALSE,FALSE,,FALSE,-0.0112354,-0.058940483
ArcticNet,12/06/2016,04:24:00,68.5137,-59.8324,-1.6887,,19.858,19.65779211,,19.65779211,-0.82,2,2,VSMOW,33.3584,,33.3785,2,1601,G109,,,16,20,,,,FALSE,FALSE,,FALSE,-0.011443394,-0.061629696
ArcticNet,12/06/2016,04:26:00,68.5137,-59.8321,-1.6886,,10.093,9.99147945,,9.99147945,-0.85,2,2,VSMOW,33.3572,,33.3677,2,1601,G109,,,16,21,,,,FALSE,FALSE,,FALSE,-0.010111659,-0.062771983
ArcticNet,12/06/2016,04:28:00,68.5136,-59.8318,-1.6686,,1.607,1.59086876,,1.59086876,-1.09,2,2,VSMOW,33.3515,,33.3657,2,1601,G109,,,16,24,,,,FALSE,FALSE,,FALSE,-0.010307859,-0.059332002
ArcticNet,13/06/2016,02:44:00,68.5529,-60.6448,-0.1802,,1654.005,1630.938747,,1630.938747,-0.26,2,2,VSMOW,34.4921,,34.5026,2,1601,G112,,,21,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,13/06/2016,02:56:00,68.5525,-60.6416,0.9125,,1001.093,988.6609606,,988.6609606,-0.26,2,2,VSMOW,34.5026,,34.5137,2,1601,G112,,,21,2,,,,FALSE,FALSE,,FALSE,0.000580749,0.003999402
ArcticNet,13/06/2016,03:00:00,68.5523,-60.6407,1.1344,,901.295,890.3143348,,890.3143348,-0.27,2,2,VSMOW,34.5094,,34.5202,2,1601,G112,,,21,3,,,,FALSE,FALSE,,FALSE,0.00090919,0.005831388
ArcticNet,13/06/2016,03:03:00,68.5522,-60.6399,1.3406,,801.048,791.4783497,,791.4783497,-0.17,2,2,VSMOW,34.5171,,34.5293,2,1601,G112,,,21,4,,,,FALSE,FALSE,,FALSE,0.001472723,0.007638961
ArcticNet,13/06/2016,03:06:00,68.5521,-60.639,1.6327,,701.096,692.8862866,,692.8862866,-0.21,2,2,VSMOW,34.5311,,34.5413,2,1601,G112,,,21,5,,,,FALSE,FALSE,,FALSE,0.001949719,0.008642333
ArcticNet,13/06/2016,03:09:00,68.5519,-60.6382,1.8783,,600.888,593.9945277,,593.9945277,-0.24,2,2,VSMOW,34.5379,,34.5487,2,1601,G112,,,21,6,,,,FALSE,FALSE,,FALSE,0.001871823,0.007505399
ArcticNet,13/06/2016,03:12:00,68.5518,-60.6373,2.0744,,500.718,495.0929029,,495.0929029,-0.03,2,2,VSMOW,34.5288,,,9,1601,G112,,,21,7,,,,FALSE,FALSE,,FALSE,0.001690351,0.004988656
ArcticNet,13/06/2016,03:15:00,68.5517,-60.6365,2.0943,,400.435,396.0321283,,396.0321283,-0.07,2,2,VSMOW,34.4773,,,9,1601,G112,,,21,8,,,,FALSE,FALSE,,FALSE,0.001598803,0.002032808
ArcticNet,13/06/2016,03:19:00,68.5516,-60.6356,2.0213,,300.803,297.5671286,,297.5671286,-0.34,2,2,VSMOW,34.3627,,34.3784,2,1601,G112,,,21,9,,,,FALSE,FALSE,,FALSE,0.001279209,-0.002384372
ArcticNet,13/06/2016,03:21:00,68.5514,-60.6349,1.6927,,250.105,247.4448198,,247.4448198,-0.5,2,2,VSMOW,34.2404,,34.2534,2,1601,G112,,,21,10,,,,FALSE,FALSE,,FALSE,0.000865292,-0.005765469
ArcticNet,13/06/2016,03:24:00,68.5513,-60.6342,0.6798,,200.298,198.1914507,,198.1914507,-0.56,2,2,VSMOW,34.0096,,34.0225,2,1601,G112,,,21,11,,,,FALSE,FALSE,,FALSE,0.000222567,-0.010138328
ArcticNet,13/06/2016,03:26:00,68.5512,-60.6335,-1.4591,,150.619,149.0528512,,149.0528512,-1,2,2,VSMOW,33.6638,,33.707,2,1601,G112,,,21,12,,,,FALSE,FALSE,,FALSE,-0.000736268,-0.016441951
ArcticNet,13/06/2016,03:29:00,68.5511,-60.6328,-1.7883,,100.492,99.45915393,,99.45915393,-1,6,6,VSMOW,33.6107,,33.6225,6,1601,G112,,,21,13,,,,FALSE,FALSE,,FALSE,-0.002355255,-0.025789767
ArcticNet,13/06/2016,03:31:00,68.551,-60.6323,-1.7914,,80.376,79.55378384,,79.55378384,-1,2,2,VSMOW,33.6022,,33.6168,2,1601,G112,,,21,14,,,,FALSE,FALSE,,FALSE,-0.003220686,-0.030998154
ArcticNet,13/06/2016,03:32:00,68.5509,-60.6318,-1.7783,,70.629,69.90814466,,69.90814466,-1.09,2,2,VSMOW,33.5886,,33.6075,2,1601,G112,,,21,15,,,,FALSE,FALSE,,FALSE,-0.003745066,-0.033678332
ArcticNet,13/06/2016,03:34:00,68.5509,-60.6313,-1.7645,,60.706,60.08786706,,60.08786706,-1.23,2,2,VSMOW,33.5721,,33.586,2,1601,G112,,,21,16,,,,FALSE,FALSE,,FALSE,-0.004192278,-0.036758008
ArcticNet,13/06/2016,03:36:00,68.5508,-60.6308,-1.7608,,50.574,50.0602658,,50.0602658,-1.19,2,2,VSMOW,33.5611,,33.5758,2,1601,G112,,,21,17,,,,FALSE,FALSE,,FALSE,-0.004675814,-0.039520156
ArcticNet,13/06/2016,03:38:00,68.5507,-60.6303,-1.7462,,40.562,40.15094392,,40.15094392,-1.23,2,2,VSMOW,33.5345,,33.5526,2,1601,G112,,,21,18,,,,FALSE,FALSE,,FALSE,-0.004993987,-0.042119685
ArcticNet,13/06/2016,03:39:00,68.5506,-60.6298,-1.7247,,30.528,30.21936464,,30.21936464,-1.17,2,2,VSMOW,33.4821,,33.5127,2,1601,G112,,,21,19,,,,FALSE,FALSE,,FALSE,-0.005278348,-0.044372768
ArcticNet,13/06/2016,03:41:00,68.5505,-60.6294,-1.683,,20.065,19.86264915,,19.86264915,-1.24,2,2,VSMOW,33.3947,,33.4171,2,1601,G112,,,21,20,,,,FALSE,FALSE,,FALSE,-0.005444491,-0.046709803
ArcticNet,13/06/2016,03:43:00,68.5505,-60.6289,-1.6301,,9.609,9.51233691,,9.51233691,-1.45,2,2,VSMOW,33.3667,,33.3753,2,1601,G112,,,21,21,,,,FALSE,FALSE,,FALSE,-0.004023855,-0.047326867
ArcticNet,13/06/2016,03:45:00,68.5504,-60.6283,-1.5561,,0.708,0.700892925,,0.700892925,-1.38,2,2,VSMOW,33.3672,,33.3784,2,1601,G112,,,21,24,,,,FALSE,FALSE,,FALSE,-0.005140869,-0.043437345
ArcticNet,17/06/2016,13:13:00,69.0078,-55.991,-0.4035,,117.048,115.8370461,,115.8370461,-0.64,2,2,VSMOW,33.8441,,33.8568,2,1601,G3000,,,47,1,,,,FALSE,FALSE,,FALSE,-0.001239594,-0.004918075
ArcticNet,17/06/2016,13:15:00,69.0078,-55.991,-0.5358,,100.539,99.50282545,,99.50282545,-0.66,2,2,VSMOW,33.8191,,33.8374,2,1601,G3000,,,47,2,,,,FALSE,FALSE,,FALSE,-0.001467424,-0.006715698
ArcticNet,17/06/2016,13:17:00,69.0078,-55.991,-0.5044,,80.113,79.29126588,,79.29126588,-0.84,2,2,VSMOW,33.7975,,33.8155,2,1601,G3000,,,47,4,,,,FALSE,FALSE,,FALSE,-0.001560233,-0.010008796
ArcticNet,17/06/2016,13:19:00,69.0078,-55.991,-0.703,,70.257,69.53802261,,69.53802261,-0.76,2,2,VSMOW,33.7689,,33.7862,2,1601,G3000,,,47,6,,,,FALSE,FALSE,,FALSE,-0.00166436,-0.011699447
ArcticNet,17/06/2016,13:21:00,69.0078,-55.991,-0.5118,,60.215,59.60023928,,59.60023928,-0.71,2,2,VSMOW,33.7231,,33.7473,2,1601,G3000,,,47,8,,,,FALSE,FALSE,,FALSE,-0.001758347,-0.013914684
ArcticNet,17/06/2016,13:25:00,69.0078,-55.991,-0.0691,,50.392,49.87871497,,49.87871497,-0.86,2,2,VSMOW,33.6983,,33.7154,2,1601,G3000,,,47,11,,,,FALSE,FALSE,,FALSE,-0.001827192,-0.016201759
ArcticNet,17/06/2016,13:27:00,69.0078,-55.991,0.5437,,40.379,39.96867677,,39.96867677,-0.75,2,2,VSMOW,33.6689,,33.6909,2,1601,G3000,,,47,13,,,,FALSE,FALSE,,FALSE,-0.002065657,-0.018580326
ArcticNet,17/06/2016,13:29:00,69.0078,-55.991,1.2583,,30.305,29.99778002,,29.99778002,-0.71,2,2,VSMOW,33.6625,,33.6767,2,1601,G3000,,,47,15,,,,FALSE,FALSE,,FALSE,-0.002480316,-0.020606777
ArcticNet,17/06/2016,13:31:00,69.0078,-55.991,1.8092,,20.4,20.1936784,,20.1936784,-0.75,6,6,VSMOW,33.6492,,33.6721,6,1601,G3000,,,47,17,,,,FALSE,FALSE,,FALSE,-0.00329712,-0.022199278
ArcticNet,17/06/2016,13:33:00,69.0078,-55.991,1.8385,,10.731,10.62271809,,10.62271809,-0.74,2,2,VSMOW,33.6451,,33.6587,2,1601,G3000,,,47,19,,,,FALSE,FALSE,,FALSE,-0.005820935,-0.022913774
ArcticNet,17/06/2016,13:36:00,69.0078,-55.991,1.8483,,1.906,1.886807799,,1.886807799,-0.75,2,2,VSMOW,33.6453,,33.6576,2,1601,G3000,,,47,21,,,,FALSE,FALSE,,FALSE,-0.010438446,-0.033351164
ArcticNet,18/06/2016,03:32:00,68.9995,-57.2483,2.6628,,223.41,221.0418427,,221.0418427,-0.31,2,2,VSMOW,34.37,,34.3868,2,1601,G302,,,52,1,,,,FALSE,FALSE,,FALSE,,
ArcticNet,18/06/2016,03:34:00,68.9995,-57.2483,2.6466,,200.259,198.1473401,,198.1473401,-0.43,2,2,VSMOW,34.3672,,34.3794,2,1601,G302,,,52,2,,,,FALSE,FALSE,,FALSE,0.002173967,-0.001607152
ArcticNet,18/06/2016,03:39:00,68.9995,-57.2483,2.0801,,150.515,148.9458051,,148.9458051,-0.49,2,2,VSMOW,34.2477,,34.2739,2,1601,G302,,,52,4,,,,FALSE,FALSE,,FALSE,0.000619213,-0.003590911
ArcticNet,18/06/2016,03:43:00,68.9995,-57.2483,0.8827,,100.331,99.29707016,,99.29707016,-0.53,2,2,VSMOW,34.0354,,34.0663,2,1601,G302,,,52,6,,,,FALSE,FALSE,,FALSE,0.000102372,-0.007050407
ArcticNet,18/06/2016,03:45:00,68.9995,-57.2483,-0.2853,,80.317,79.49317489,,79.49317489,-0.75,2,2,VSMOW,33.8795,,33.8977,2,1601,G302,,,52,7,,,,FALSE,FALSE,,FALSE,-0.000425199,-0.008874565
